episode,epReward,cumReward,cumRegret,empRegret
9800,0.85,3412.55,268.90,384.17
9900,0.00,3449.61,268.90,385.85
10000,1.23,3472.12,268.90,402.09
11000,-2.14,3857.37,268.90,404.26
12000,0.00,4242.10,269.90,406.95
13000,0.90,4658.14,269.90,378.33
14000,-0.29,4979.51,269.90,444.38
15000,0.00,5320.22,269.90,491.09
16000,-1.29,5679.06,269.90,519.67
17000,0.00,6096.17,269.90,489.98
18000,-0.17,6536.14,269.90,437.43
19000,0.79,6881.06,269.90,479.93
20000,0.00,7254.32,269.90,494.09
21000,0.00,7671.04,269.90,464.79
22000,0.00,8033.07,269.90,490.18
23000,0.00,8507.39,269.90,403.28
24000,0.00,8886.19,269.90,411.91
25000,0.00,9372.93,269.90,312.58
26000,0.96,9782.47,269.90,290.46
27000,1.29,10250.74,269.90,209.61
28000,0.00,10585.92,269.90,261.85
29000,0.36,10931.71,269.90,303.48
30000,0.00,11335.27,269.90,287.34
31000,0.00,11681.25,269.90,328.78
32000,0.00,12045.86,269.90,351.59
33000,0.49,12400.71,269.90,384.16
34000,0.00,12812.40,269.90,359.90
35000,0.00,13153.83,269.90,405.88
36000,-0.14,13522.24,269.90,424.90
37000,-1.54,13878.92,269.90,455.64
38000,0.33,14251.69,269.90,470.28
39000,-0.51,14625.03,269.90,484.36
40000,0.00,15012.68,269.90,484.14
41000,0.00,15416.72,269.90,467.52
42000,1.83,15824.03,270.90,447.63
43000,0.00,16204.75,270.90,454.33
44000,0.00,16555.73,270.90,490.77
45000,0.00,16947.71,270.90,486.21
46000,0.00,17341.14,271.90,480.20
47000,0.00,17770.30,271.90,438.46
48000,0.00,18137.03,271.90,459.15
49000,0.00,18562.24,271.90,421.37
50000,1.94,18897.71,271.90,473.31
51000,0.74,19291.92,271.90,466.52
52000,0.00,19732.90,271.90,412.97
53000,1.69,20150.44,271.90,382.85
54000,0.00,20561.29,271.90,359.42
55000,0.00,20872.81,271.90,435.31
56000,0.00,21244.60,271.90,450.95
57000,0.00,21588.62,271.90,494.35
58000,0.00,21985.82,271.90,484.57
59000,0.00,22347.15,271.90,510.66
60000,0.00,22731.99,271.90,513.24
61000,0.39,23099.20,271.90,533.45
62000,2.77,23449.83,271.90,570.24
63000,0.00,23883.44,271.90,524.05
64000,0.00,24264.19,271.90,530.72
65000,0.00,24669.33,271.90,513.00
66000,0.00,25048.56,271.90,521.19
67000,0.00,25423.30,271.90,533.87
68000,0.00,25851.72,271.90,492.88
69000,3.16,26206.53,271.90,525.48
70000,0.73,26604.30,271.90,515.13
71000,0.00,26980.24,271.90,526.62
72000,-0.63,27287.60,271.90,606.67
73000,0.00,27691.68,271.90,590.02
74000,0.00,28093.84,271.90,575.27
75000,0.00,28487.88,271.90,568.65
76000,0.00,28832.15,271.90,611.80
77000,0.00,29235.51,271.90,595.86
78000,0.00,29655.90,271.90,562.90
79000,0.00,30053.61,271.90,552.61
80000,0.00,30468.16,271.90,525.48
81000,0.00,30841.88,271.90,539.18
82000,0.43,31178.40,271.90,590.08
83000,0.00,31573.88,271.90,582.02
84000,0.00,31974.09,271.90,569.23
85000,0.00,32334.63,271.90,596.11
86000,0.90,32729.24,271.90,588.92
87000,3.09,33147.93,271.90,557.65
88000,1.00,33553.15,271.90,539.86
89000,0.00,33940.92,271.90,539.50
90000,0.00,34368.29,271.90,499.55
91000,1.25,34753.46,271.90,501.80
92000,1.33,35143.26,271.90,499.42
93000,0.56,35542.55,271.90,487.56
94000,2.54,35900.68,271.90,516.85
95000,0.00,36302.04,271.90,502.90
96000,0.00,36658.30,271.90,534.07
97000,0.00,37011.20,271.90,568.59
98000,0.00,37404.21,271.90,563.00
99000,0.00,37801.51,271.90,553.11
100000,0.00,38194.79,271.90,547.26
110000,0.00,41966.27,271.90,649.98
120000,-1.12,45837.15,272.90,653.31
130000,0.00,49789.06,272.90,575.60
140000,0.00,53792.42,272.90,446.45
150000,0.00,57801.26,272.90,311.81
160000,1.61,61612.48,272.90,374.80
170000,0.00,65311.71,273.90,549.78
180000,1.20,69137.99,273.90,597.70
190000,-0.63,72967.26,273.90,642.64
200000,0.00,76845.76,274.90,638.33
210000,0.00,80737.15,274.90,621.15
220000,0.27,84590.77,274.90,641.74
230000,1.12,88434.59,274.90,672.12
240000,0.00,92286.74,275.90,694.17
250000,-0.12,96192.66,275.90,662.46
260000,0.00,100101.87,275.90,627.46
270000,0.00,103889.23,275.90,714.30
280000,0.00,107714.04,275.90,763.70
290000,0.00,111678.18,275.90,673.77
300000,0.28,115405.58,275.90,820.57
310000,0.00,119277.69,275.90,822.66
320000,1.39,123152.07,275.90,822.48
330000,0.00,126886.70,275.90,962.06
340000,0.00,130770.27,275.90,952.70
350000,0.00,134702.97,275.90,894.20
360000,0.00,138650.81,275.90,820.57
370000,0.00,142553.92,275.90,791.66
380000,2.22,146513.93,275.90,705.86
390000,0.00,150280.47,275.90,813.52
400000,1.80,154195.91,275.90,772.29
410000,1.64,158028.08,275.90,814.32
420000,0.00,161985.84,275.90,730.77
430000,0.00,165823.23,275.90,767.58
440000,0.00,169792.62,275.90,672.39
450000,1.74,173549.58,275.90,789.64
460000,0.00,177339.00,275.90,874.42
470000,0.46,181320.86,275.90,766.77
480000,0.00,185247.28,275.90,714.55
490000,1.55,189015.47,275.90,820.56
500000,0.00,192777.44,275.90,932.80
510000,1.38,196716.30,275.90,868.15
520000,0.00,200463.05,275.90,995.61
530000,0.00,204457.54,275.90,875.32
540000,1.80,208269.47,275.90,937.59
550000,0.00,212147.05,275.90,934.22
560000,0.27,216034.85,275.90,920.62
570000,1.65,219914.75,275.90,914.93
580000,0.00,223857.14,275.90,846.75
590000,1.50,227843.91,275.90,734.18
600000,0.00,231713.37,275.90,738.93
610000,1.36,235519.85,275.90,806.65
620000,0.41,239378.83,275.90,821.88
630000,0.00,243290.93,275.90,783.97
640000,1.63,247224.01,275.90,725.10
650000,0.00,251157.07,275.90,666.25
660000,-0.58,255049.23,275.90,648.30
670000,2.19,258956.72,275.90,615.01
680000,0.00,262851.76,275.90,594.17
690000,0.00,266780.87,275.90,539.27
700000,0.46,270629.96,275.90,564.38
710000,1.02,274390.85,275.90,677.70
720000,0.00,278292.84,275.90,649.91
730000,0.00,282310.24,275.90,506.72
740000,0.00,286173.90,275.90,517.27
750000,0.00,289988.11,275.90,577.26
760000,0.00,293857.20,275.90,582.37
770000,0.00,297737.88,275.90,575.89
780000,0.00,301606.23,275.90,581.75
790000,0.00,305537.72,275.90,524.46
800000,0.00,309561.51,275.90,374.89
810000,0.00,313466.62,275.90,343.98
820000,0.68,317202.67,275.90,482.13
830000,0.00,321018.26,275.90,540.75
840000,-0.40,324903.38,275.90,529.83
850000,0.00,328699.43,275.90,607.99
860000,0.11,332602.76,275.90,578.86
870000,1.22,336435.50,275.90,620.33
880000,0.42,340266.00,275.90,664.03
890000,0.00,344242.38,275.90,561.85
900000,0.00,348043.47,275.90,634.97
910000,0.00,351862.06,275.90,690.59
920000,0.00,355633.25,275.90,793.60
930000,0.16,359502.61,275.90,798.44
940000,0.00,363460.74,275.90,714.52
950000,0.87,367246.31,275.90,803.15
960000,2.23,371205.31,275.90,718.36
970000,1.05,375089.37,275.90,708.50
980000,0.00,378929.85,275.90,742.23
990000,0.00,382954.48,275.90,591.80
1000000,2.65,386823.49,275.90,597.00
